# number of nodes: 996
# number of edges: 1137
# number of fixed handles: 16
# 
start,end,type,l,u,w
BBOS_611_B-99-1-1-dep-right,BGB_722_B-99-1-1-arr-right,driving,15,15,2
BGB_721_B-99-1-1-dep-right,BHUM_711_B-99-1-1-arr-right,driving,12,12,2
BHUM_711_B-99-1-1-arr-right,BHUM_711_B-99-1-1-dep-right,waiting,5,33,2
BGB_722_B-99-1-1-dep-right,BHUM_711_B-99-1-1-arr-right,driving,12,12,2
BHUM_711_B-99-1-1-dep-right,BNB_411_B-99-1-1-arr-right,driving,23,23,2
BNB_411_B-99-1-1-arr-right,BNB_411_B-99-1-1-dep-right,waiting,5,33,2
BHUM_712_B-99-1-2-arr-right,BHUM_712_B-99-1-2-dep-right,waiting,5,33,2
BNB_414_B-99-1-2-dep-right,BHUM_712_B-99-1-2-arr-right,driving,22,22,2
BHUM_712_B-99-1-2-dep-right,BGB_724_B-99-1-2-arr-right,driving,13,13,2
BHUM_712_B-99-1-2-dep-right,BGB_723_B-99-1-2-arr-right,driving,13,13,2
BGB_724_B-99-1-2-arr-right,BGB_724_B-99-1-2-dep-right,waiting,5,25,2
BGB_723_B-99-1-2-arr-right,BGB_723_B-99-1-2-dep-right,waiting,5,25,2
BGB_724_B-99-1-2-dep-right,BBOS_614_B-99-1-2-arr-right,driving,15,15,2
BBOS_614_B-99-1-2-arr-right,BBOS_614_B-99-1-2-dep-right,waiting,5,22,2
BGB_723_B-99-1-2-dep-right,BBOS_614_B-99-1-2-arr-right,driving,15,15,2
BNB_411_B-99-1-1-dep-right,henkel_0_S1_P_BORB_BWSS_0_S1_P_BWSS_BORB_0-99-1-12,henkel-to,78,78,2
BNB_411_B-99-1-1-dep-right,henkel_2_S1_PI_BFOH_BWSS_0_S1_PI_BWSS_BFOH_0-99-1-12,henkel-to,178,178,2
henkel_0_S1_P_BORB_BWSS_0_S1_P_BWSS_BORB_0-99-1-12,BNB_414_B-99-1-2-arr-right,henkel-from,142,142,2
BNB_414_B-99-1-2-arr-right,BNB_414_B-99-1-2-dep-right,waiting,5,33,2
henkel_2_S1_PI_BFOH_BWSS_0_S1_PI_BWSS_BFOH_0-99-1-12,BNB_414_B-99-1-2-arr-right,henkel-from,42,42,2
BBOS_614_B-99-1-2-dep-right,henkel_1_S1_P_BORB_BWSS_0_S1_P_BWSS_BORB_0-99-1-21,henkel-to,186,186,2
henkel_1_S1_P_BORB_BWSS_0_S1_P_BWSS_BORB_0-99-1-21,BBOS_611_B-99-1-1-arr-right,henkel-from,49,49,2
BBOS_611_B-99-1-1-arr-right,BBOS_611_B-99-1-1-dep-right,waiting,5,22,2
BGB_721_B-103-1-1-arr-right,BGB_721_B-103-1-1-dep-right,waiting,5,25,2
BGB_722_B-103-1-1-arr-right,BGB_722_B-103-1-1-dep-right,waiting,5,25,2
BBOS_611_B-103-1-1-dep-right,BGB_721_B-103-1-1-arr-right,driving,15,15,2
BBOS_611_B-103-1-1-dep-right,BGB_722_B-103-1-1-arr-right,driving,15,15,2
BGB_721_B-103-1-1-dep-right,BHUM_711_B-103-1-1-arr-right,driving,12,12,2
BHUM_711_B-103-1-1-arr-right,BHUM_711_B-103-1-1-dep-right,waiting,5,33,2
BGB_722_B-103-1-1-dep-right,BHUM_711_B-103-1-1-arr-right,driving,12,12,2
BHUM_711_B-103-1-1-dep-right,BNB_411_B-103-1-1-arr-right,driving,23,23,2
BNB_411_B-103-1-1-arr-right,BNB_411_B-103-1-1-dep-right,waiting,5,33,2
BHUM_712_B-103-1-2-arr-right,BHUM_712_B-103-1-2-dep-right,waiting,5,33,2
BNB_414_B-103-1-2-dep-right,BHUM_712_B-103-1-2-arr-right,driving,22,22,2
BHUM_712_B-103-1-2-dep-right,BGB_724_B-103-1-2-arr-right,driving,13,13,2
BHUM_712_B-103-1-2-dep-right,BGB_723_B-103-1-2-arr-right,driving,13,13,2
BGB_724_B-103-1-2-arr-right,BGB_724_B-103-1-2-dep-right,waiting,5,25,2
BGB_723_B-103-1-2-arr-right,BGB_723_B-103-1-2-dep-right,waiting,5,25,2
BGB_724_B-103-1-2-dep-right,BBOS_614_B-103-1-2-arr-right,driving,15,15,2
BBOS_614_B-103-1-2-arr-right,BBOS_614_B-103-1-2-dep-right,waiting,5,22,2
BGB_723_B-103-1-2-dep-right,BBOS_614_B-103-1-2-arr-right,driving,15,15,2
BNB_411_B-103-1-1-dep-right,henkel_0_S1_P_BORB_BWSS_0_S1_P_BWSS_BORB_0-103-1-12,henkel-to,78,78,2
BNB_411_B-103-1-1-dep-right,henkel_2_S1_PI_BFOH_BWSS_0_S1_PI_BWSS_BFOH_0-103-1-12,henkel-to,178,178,2
henkel_0_S1_P_BORB_BWSS_0_S1_P_BWSS_BORB_0-103-1-12,BNB_414_B-103-1-2-arr-right,henkel-from,142,142,2
BNB_414_B-103-1-2-arr-right,BNB_414_B-103-1-2-dep-right,waiting,5,33,2
henkel_2_S1_PI_BFOH_BWSS_0_S1_PI_BWSS_BFOH_0-103-1-12,BNB_414_B-103-1-2-arr-right,henkel-from,42,42,2
BBOS_614_B-103-1-2-dep-right,henkel_3_S1_PI_BFOH_BWSS_0_S1_PI_BWSS_BFOH_0-103-1-21,henkel-to,86,86,2
henkel_3_S1_PI_BFOH_BWSS_0_S1_PI_BWSS_BFOH_0-103-1-21,BBOS_611_B-103-1-1-arr-right,henkel-from,149,149,2
BBOS_611_B-103-1-1-arr-right,BBOS_611_B-103-1-1-dep-right,waiting,5,22,2
BGB_721_B-109-1-1-arr-right,BGB_721_B-109-1-1-dep-right,waiting,5,25,2
BGB_722_B-109-1-1-arr-right,BGB_722_B-109-1-1-dep-right,waiting,5,25,2
BBOS_611_B-109-1-1-dep-right,BGB_721_B-109-1-1-arr-right,driving,15,15,2
BBOS_611_B-109-1-1-dep-right,BGB_722_B-109-1-1-arr-right,driving,15,15,2
BGB_721_B-109-1-1-dep-right,BHUM_711_B-109-1-1-arr-right,driving,12,12,2
BHUM_711_B-109-1-1-arr-right,BHUM_711_B-109-1-1-dep-right,waiting,5,33,2
BGB_722_B-109-1-1-dep-right,BHUM_711_B-109-1-1-arr-right,driving,12,12,2
BHUM_711_B-109-1-1-dep-right,BNB_411_B-109-1-1-arr-right,driving,23,23,2
BNB_411_B-109-1-1-arr-right,BNB_411_B-109-1-1-dep-right,waiting,5,33,2
BHUM_712_B-109-1-2-arr-right,BHUM_712_B-109-1-2-dep-right,waiting,5,33,2
BNB_414_B-109-1-2-dep-right,BHUM_712_B-109-1-2-arr-right,driving,22,22,2
BHUM_712_B-109-1-2-dep-right,BGB_724_B-109-1-2-arr-right,driving,13,13,2
BHUM_712_B-109-1-2-dep-right,BGB_723_B-109-1-2-arr-right,driving,13,13,2
BGB_724_B-109-1-2-arr-right,BGB_724_B-109-1-2-dep-right,waiting,5,25,2
BGB_723_B-109-1-2-arr-right,BGB_723_B-109-1-2-dep-right,waiting,5,25,2
BGB_724_B-109-1-2-dep-right,BBOS_614_B-109-1-2-arr-right,driving,15,15,2
BBOS_614_B-109-1-2-arr-right,BBOS_614_B-109-1-2-dep-right,waiting,5,22,2
BGB_723_B-109-1-2-dep-right,BBOS_614_B-109-1-2-arr-right,driving,15,15,2
BNB_411_B-109-1-1-dep-right,henkel_9_S26_VI_BTLS_BWAI_0_S26_VI_BWAI_BTLS_0-109-1-12,henkel-to,103,103,2
BNB_411_B-109-1-1-dep-right,henkel_6_S25_V_BHD_BTLS_0_S25_V_BTLS_BHD_0-109-1-12,henkel-to,3,3,2
henkel_9_S26_VI_BTLS_BWAI_0_S26_VI_BWAI_BTLS_0-109-1-12,BNB_414_B-109-1-2-arr-right,henkel-from,72,72,2
BNB_414_B-109-1-2-arr-right,BNB_414_B-109-1-2-dep-right,waiting,5,33,2
henkel_6_S25_V_BHD_BTLS_0_S25_V_BTLS_BHD_0-109-1-12,BNB_414_B-109-1-2-arr-right,henkel-from,172,172,2
BBOS_614_B-109-1-2-dep-right,henkel_7_S25_V_BHD_BTLS_0_S25_V_BTLS_BHD_0-109-1-21,henkel-to,156,156,2
henkel_7_S25_V_BHD_BTLS_0_S25_V_BTLS_BHD_0-109-1-21,BBOS_611_B-109-1-1-arr-right,henkel-from,119,119,2
BBOS_611_B-109-1-1-arr-right,BBOS_611_B-109-1-1-dep-right,waiting,5,22,2
BHUM_712_B-113-1-1-arr-right,BHUM_712_B-113-1-1-dep-right,waiting,5,33,2
BNB_414_B-113-1-1-dep-right,BHUM_712_B-113-1-1-arr-right,driving,22,22,2
BHUM_712_B-113-1-1-dep-right,BGB_724_B-113-1-1-arr-right,driving,13,13,2
BHUM_712_B-113-1-1-dep-right,BGB_723_B-113-1-1-arr-right,driving,13,13,2
BGB_724_B-113-1-1-arr-right,BGB_724_B-113-1-1-dep-right,waiting,5,25,2
BGB_723_B-113-1-1-arr-right,BGB_723_B-113-1-1-dep-right,waiting,5,25,2
BGB_724_B-113-1-1-dep-right,BBOS_614_B-113-1-1-arr-right,driving,15,15,2
BBOS_614_B-113-1-1-arr-right,BBOS_614_B-113-1-1-dep-right,waiting,5,22,2
BGB_723_B-113-1-1-dep-right,BBOS_614_B-113-1-1-arr-right,driving,15,15,2
BGB_721_B-113-1-2-arr-right,BGB_721_B-113-1-2-dep-right,waiting,5,25,2
BGB_722_B-113-1-2-arr-right,BGB_722_B-113-1-2-dep-right,waiting,5,25,2
BBOS_611_B-113-1-2-dep-right,BGB_721_B-113-1-2-arr-right,driving,15,15,2
BBOS_611_B-113-1-2-dep-right,BGB_722_B-113-1-2-arr-right,driving,15,15,2
BGB_721_B-113-1-2-dep-right,BHUM_711_B-113-1-2-arr-right,driving,12,12,2
BHUM_711_B-113-1-2-arr-right,BHUM_711_B-113-1-2-dep-right,waiting,5,33,2
BGB_722_B-113-1-2-dep-right,BHUM_711_B-113-1-2-arr-right,driving,12,12,2
BHUM_711_B-113-1-2-dep-right,BNB_411_B-113-1-2-arr-right,driving,23,23,2
BNB_411_B-113-1-2-arr-right,BNB_411_B-113-1-2-dep-right,waiting,5,33,2
BNB_411_B-113-1-2-dep-right,henkel_9_S26_VI_BTLS_BWAI_0_S26_VI_BWAI_BTLS_0-113-1-21,henkel-to,103,103,2
BNB_411_B-113-1-2-dep-right,henkel_6_S25_V_BHD_BTLS_0_S25_V_BTLS_BHD_0-113-1-21,henkel-to,3,3,2
henkel_9_S26_VI_BTLS_BWAI_0_S26_VI_BWAI_BTLS_0-113-1-21,BNB_414_B-113-1-1-arr-right,henkel-from,72,72,2
BNB_414_B-113-1-1-arr-right,BNB_414_B-113-1-1-dep-right,waiting,5,33,2
henkel_6_S25_V_BHD_BTLS_0_S25_V_BTLS_BHD_0-113-1-21,BNB_414_B-113-1-1-arr-right,henkel-from,172,172,2
BBOS_614_B-113-1-1-dep-right,henkel_8_S26_VI_BTLS_BWAI_0_S26_VI_BWAI_BTLS_0-113-1-12,henkel-to,56,56,2
henkel_8_S26_VI_BTLS_BWAI_0_S26_VI_BWAI_BTLS_0-113-1-12,BBOS_611_B-113-1-2-arr-right,henkel-from,19,19,2
BBOS_611_B-113-1-2-arr-right,BBOS_611_B-113-1-2-dep-right,waiting,5,22,2
BGAS_813_B-243-1-21-dep-left,BGKR_112_WA-243-1-1-arr-right,driving,19,19,2
BGKR_112_WA-243-1-1-arr-right,BGKR_112_WA-243-1-1-dep-right,waiting,0,0,2
BGAS_814_B-243-1-21-dep-right,BGKR_112_WA-243-1-1-arr-right,driving,14,14,2
BGKR_112_WA-243-1-1-dep-right,BADL_4_B-243-1-1-arr-right,driving,18,18,2
BADL_4_B-243-1-1-arr-right,BADL_4_B-243-1-1-dep-right,waiting,5,40,2
BADL_4_B-243-1-1-dep-right,BSCF_4_B-243-1-1-arr-right,driving,20,20,2
BSCF_4_B-243-1-1-arr-right,BSCF_4_B-243-1-1-dep-right,waiting,5,40,2
BSCF_4_B-243-1-1-dep-right,BSW_5_B-243-1-1-arr-right,driving,23,23,2
BSCF_4_B-243-1-1-dep-right,BSW_6_B-243-1-1-arr-right,driving,23,23,2
BSW_5_B-243-1-1-arr-right,BSW_5_B-243-1-1-dep-right,waiting,5,33,2
BSW_6_B-243-1-1-arr-right,BSW_6_B-243-1-1-dep-right,waiting,5,33,2
BSW_5_B-243-1-1-dep-right,BBMW_4_B-243-1-1-arr-right,driving,22,22,2
BBMW_4_B-243-1-1-arr-right,BBMW_4_B-243-1-1-dep-right,waiting,5,33,2
BSW_6_B-243-1-1-dep-right,BBMW_4_B-243-1-1-arr-right,driving,22,22,2
BBMW_4_B-243-1-1-dep-right,BPWA_4_B-243-1-1-arr-right,driving,19,19,2
BPWA_4_B-243-1-1-arr-right,BPWA_4_B-243-1-1-dep-right,waiting,5,67,2
BPWA_4_B-243-1-1-dep-right,BTP_572_B-243-1-1-arr-right,driving,22,22,2
BPWA_4_B-243-1-1-dep-right,BTP_574_B-243-1-1-arr-right,driving,22,22,2
BTP_572_B-243-1-1-arr-right,BTP_572_B-243-1-1-dep-right,waiting,5,33,2
BTP_574_B-243-1-1-arr-right,BTP_574_B-243-1-1-dep-right,waiting,5,33,2
BTP_572_B-243-1-1-dep-right,BOK_552_B-243-1-1-arr-right,driving,17,17,2
BOK_552_B-243-1-1-arr-right,BOK_552_B-243-1-1-dep-right,waiting,5,40,2
BTP_574_B-243-1-1-dep-right,BOK_552_B-243-1-1-arr-right,driving,17,17,2
BOK_552_B-243-1-1-dep-right,BFA_542_B-243-1-1-arr-right,driving,17,17,2
BFA_542_B-243-1-1-arr-right,BFA_542_B-243-1-1-dep-right,waiting,5,40,2
BFA_542_B-243-1-1-dep-right,BSTO_542_B-243-1-1-arr-right,driving,16,16,2
BSTO_542_B-243-1-1-arr-right,BSTO_542_B-243-1-1-dep-right,waiting,5,40,2
BSTO_542_B-243-1-1-dep-right,BLST_532_B-243-1-1-arr-right,driving,14,14,2
BLST_532_B-243-1-1-arr-right,BLST_532_B-243-1-1-dep-right,waiting,5,40,2
BLST_532_B-243-1-1-dep-right,BGSS_512_B-243-1-1-arr-right,driving,19,19,2
BGSS_512_B-243-1-1-arr-right,BGSS_512_B-243-1-1-dep-right,waiting,5,40,2
BGSS_512_B-243-1-1-dep-right,BPLA_782_B-243-1-1-arr-right,driving,15,15,2
BPLA_782_B-243-1-1-arr-right,BPLA_782_B-243-1-1-dep-right,waiting,5,40,2
BPLA_782_B-243-1-1-dep-right,BSAL_771_B-243-1-1-arr-left,driving,18,18,2
BPLA_782_B-243-1-1-dep-right,BSAL_772_B-243-1-1-arr-right,driving,13,13,2
BSAL_771_B-243-1-1-arr-left,BSAL_771_B-243-1-1-dep-left,waiting,5,40,2
BSAL_772_B-243-1-1-arr-right,BSAL_772_B-243-1-1-dep-right,waiting,5,40,2
BSAL_771_B-243-1-1-dep-left,BBOS_613_B-243-1-1-arr-right,driving,25,25,2
BBOS_613_B-243-1-1-arr-right,BBOS_613_B-243-1-1-dep-right,waiting,5,22,2
BSAL_772_B-243-1-1-dep-right,BBOS_613_B-243-1-1-arr-right,driving,20,20,2
BBOS_613_B-243-1-1-dep-right,BPKW_641_B-243-1-12-arr-right,driving,18,18,2
BBOS_613_B-243-1-1-dep-right,BPKW_642_B-243-1-12-arr-left,driving,23,23,2
BPKW_641_B-243-1-12-arr-right,BPKW_641_B-243-1-12-dep-left,turn,20,180,1
BPKW_642_B-243-1-12-arr-left,BPKW_642_B-243-1-12-dep-right,turn,20,180,1
BPKW_641_B-243-1-12-dep-left,BBOS_612_B-243-1-2-arr-right,driving,23,23,2
BBOS_612_B-243-1-2-arr-right,BBOS_612_B-243-1-2-dep-right,waiting,5,22,2
BPKW_642_B-243-1-12-dep-right,BBOS_612_B-243-1-2-arr-right,driving,18,18,2
BBOS_612_B-243-1-2-dep-right,BSAL_771_B-243-1-2-arr-right,driving,20,20,2
BSAL_771_B-243-1-2-arr-right,BSAL_771_B-243-1-2-dep-right,waiting,5,40,2
BSAL_771_B-243-1-2-dep-right,BPLA_781_B-243-1-2-arr-right,driving,13,13,2
BPLA_781_B-243-1-2-arr-right,BPLA_781_B-243-1-2-dep-right,waiting,5,40,2
BPLA_781_B-243-1-2-dep-right,BGSS_511_B-243-1-2-arr-right,driving,15,15,2
BGSS_511_B-243-1-2-arr-right,BGSS_511_B-243-1-2-dep-right,waiting,5,40,2
BGSS_511_B-243-1-2-dep-right,BLST_531_B-243-1-2-arr-right,driving,19,19,2
BGSS_511_B-243-1-2-dep-right,BLST_532_B-243-1-2-arr-left,driving,24,24,2
BLST_531_B-243-1-2-arr-right,BLST_531_B-243-1-2-dep-right,waiting,5,40,2
BLST_532_B-243-1-2-arr-left,BLST_532_B-243-1-2-dep-left,waiting,5,40,2
BLST_531_B-243-1-2-dep-right,BSTO_541_B-243-1-2-arr-right,driving,15,15,2
BSTO_541_B-243-1-2-arr-right,BSTO_541_B-243-1-2-dep-right,waiting,5,40,2
BLST_532_B-243-1-2-dep-left,BSTO_541_B-243-1-2-arr-right,driving,20,20,2
BSTO_541_B-243-1-2-dep-right,BFA_541_B-243-1-2-arr-right,driving,15,15,2
BFA_541_B-243-1-2-arr-right,BFA_541_B-243-1-2-dep-right,waiting,5,40,2
BFA_541_B-243-1-2-dep-right,BOK_551_B-243-1-2-arr-right,driving,18,18,2
BOK_551_B-243-1-2-arr-right,BOK_551_B-243-1-2-dep-right,waiting,5,40,2
BOK_551_B-243-1-2-dep-right,BTP_572_B-243-1-2-arr-left,driving,20,20,2
BOK_551_B-243-1-2-dep-right,BTP_571_B-243-1-2-arr-right,driving,15,15,2
BOK_551_B-243-1-2-dep-right,BTP_573_B-243-1-2-arr-right,driving,15,15,2
BOK_551_B-243-1-2-dep-right,BTP_574_B-243-1-2-arr-left,driving,20,20,2
BTP_572_B-243-1-2-arr-left,BTP_572_B-243-1-2-dep-left,waiting,5,33,2
BTP_571_B-243-1-2-arr-right,BTP_571_B-243-1-2-dep-right,waiting,5,33,2
BTP_573_B-243-1-2-arr-right,BTP_573_B-243-1-2-dep-right,waiting,5,33,2
BTP_574_B-243-1-2-arr-left,BTP_574_B-243-1-2-dep-left,waiting,5,33,2
BTP_572_B-243-1-2-dep-left,BPWA_3_B-243-1-2-arr-right,driving,28,28,2
BPWA_3_B-243-1-2-arr-right,BPWA_3_B-243-1-2-dep-right,waiting,5,67,2
BTP_571_B-243-1-2-dep-right,BPWA_3_B-243-1-2-arr-right,driving,23,23,2
BTP_573_B-243-1-2-dep-right,BPWA_3_B-243-1-2-arr-right,driving,23,23,2
BTP_574_B-243-1-2-dep-left,BPWA_3_B-243-1-2-arr-right,driving,28,28,2
BPWA_3_B-243-1-2-dep-right,BBMW_3_B-243-1-2-arr-right,driving,18,18,2
BBMW_3_B-243-1-2-arr-right,BBMW_3_B-243-1-2-dep-right,waiting,5,33,2
BSW_4_B-243-1-2-arr-right,BSW_4_B-243-1-2-dep-right,waiting,5,33,2
BSW_5_B-243-1-2-arr-left,BSW_5_B-243-1-2-dep-left,waiting,5,33,2
BSW_3_B-243-1-2-arr-right,BSW_3_B-243-1-2-dep-right,waiting,5,33,2
BBMW_3_B-243-1-2-dep-right,BSW_4_B-243-1-2-arr-right,driving,25,25,2
BBMW_3_B-243-1-2-dep-right,BSW_5_B-243-1-2-arr-left,driving,30,30,2
BBMW_3_B-243-1-2-dep-right,BSW_3_B-243-1-2-arr-right,driving,25,25,2
BSW_4_B-243-1-2-dep-right,BSCF_3_B-243-1-2-arr-right,driving,20,20,2
BSCF_3_B-243-1-2-arr-right,BSCF_3_B-243-1-2-dep-right,waiting,5,40,2
BSW_5_B-243-1-2-dep-left,BSCF_3_B-243-1-2-arr-right,driving,25,25,2
BSW_3_B-243-1-2-dep-right,BSCF_3_B-243-1-2-arr-right,driving,20,20,2
BSCF_3_B-243-1-2-dep-right,BADL_3_B-243-1-2-arr-right,driving,20,20,2
BADL_3_B-243-1-2-arr-right,BADL_3_B-243-1-2-dep-right,waiting,5,40,2
BADL_3_B-243-1-2-dep-right,BGKR_111_WA-243-1-2-arr-right,driving,18,18,2
BGKR_111_WA-243-1-2-arr-right,BGKR_111_WA-243-1-2-dep-right,waiting,0,0,2
BGKR_111_WA-243-1-2-dep-right,BGAS_812_B-243-1-21-arr-right,driving,16,16,2
BGKR_111_WA-243-1-2-dep-right,BGAS_811_B-243-1-21-arr-right,driving,16,16,2
BGAS_812_B-243-1-21-arr-right,BGAS_812_B-243-1-21-dep-right,waiting,5,67,1
BGAS_811_B-243-1-21-arr-right,BGAS_811_B-243-1-21-dep-right,waiting,5,67,1
BGAS_811_B-243-1-21-dep-right,BGAS_856_A-243-1-21-arr-right,driving,19.0,19.0,1
BGAS_811_B-243-1-21-dep-right,BGAS_857_A-243-1-21-arr-right,driving,19.0,19.0,1
BGAS_856_A-243-1-21-arr-right,BGAS_856_A-243-1-21-dep-left,turn,20,180,1
BGAS_856_A-243-1-21-dep-left,BGAS_811_B-243-1-21-arr-left,driving,19.0,19.0,1
BGAS_856_A-243-1-21-dep-left,BGAS_812_B-243-1-21-arr-left,driving,19.0,19.0,1
BGAS_856_A-243-1-21-dep-left,BGAS_813_B-243-1-21-arr-left,driving,19.0,19.0,1
BGAS_811_B-243-1-21-arr-left,BGAS_811_B-243-1-21-dep-right,turn,20,180,1
BGAS_812_B-243-1-21-arr-left,BGAS_812_B-243-1-21-dep-right,turn,20,180,1
BGAS_813_B-243-1-21-arr-left,BGAS_813_B-243-1-21-dep-left,waiting,5,67,1
BGAS_813_B-243-1-21-arr-left,BGAS_813_B-243-1-21-dep-right,turn,20,180,1
BGAS_857_A-243-1-21-arr-right,BGAS_857_A-243-1-21-dep-left,turn,20,180,1
BGAS_857_A-243-1-21-dep-left,BGAS_811_B-243-1-21-arr-left,driving,19.0,19.0,1
BGAS_857_A-243-1-21-dep-left,BGAS_812_B-243-1-21-arr-left,driving,19.0,19.0,1
BGAS_857_A-243-1-21-dep-left,BGAS_813_B-243-1-21-arr-left,driving,19.0,19.0,1
BGAS_857_A-243-1-21-dep-left,BGAS_814_B-243-1-21-arr-right,driving,19.0,19.0,1
BGAS_814_B-243-1-21-arr-right,BGAS_814_B-243-1-21-dep-right,waiting,5,67,1
BGAS_812_B-243-1-21-dep-right,BGAS_856_A-243-1-21-arr-right,driving,19.0,19.0,1
BGAS_812_B-243-1-21-dep-right,BGAS_857_A-243-1-21-arr-right,driving,19.0,19.0,1
BGAS_813_B-243-1-21-dep-right,BGAS_857_A-243-1-21-arr-right,driving,19.0,19.0,1
BGKR_112_WA-288-1-1-dep-right,BADL_4_B-288-1-1-arr-right,driving,18,18,2
BADL_4_B-288-1-1-arr-right,BADL_4_B-288-1-1-dep-right,waiting,5,40,2
BADL_4_B-288-1-1-dep-right,BSCF_4_B-288-1-1-arr-right,driving,20,20,2
BSCF_4_B-288-1-1-arr-right,BSCF_4_B-288-1-1-dep-right,waiting,5,40,2
BSCF_4_B-288-1-1-dep-right,BSW_5_B-288-1-1-arr-right,driving,23,23,2
BSCF_4_B-288-1-1-dep-right,BSW_6_B-288-1-1-arr-right,driving,23,23,2
BSW_5_B-288-1-1-arr-right,BSW_5_B-288-1-1-dep-right,waiting,5,33,2
BSW_6_B-288-1-1-arr-right,BSW_6_B-288-1-1-dep-right,waiting,5,33,2
BSW_5_B-288-1-1-dep-right,BBMW_4_B-288-1-1-arr-right,driving,22,22,2
BBMW_4_B-288-1-1-arr-right,BBMW_4_B-288-1-1-dep-right,waiting,5,33,2
BSW_6_B-288-1-1-dep-right,BBMW_4_B-288-1-1-arr-right,driving,22,22,2
BKHD_441_B-288-1-1-arr-right,BKHD_441_B-288-1-1-dep-right,waiting,5,67,2
BBMW_4_B-288-1-1-dep-right,BKHD_441_B-288-1-1-arr-right,driving,21,21,2
BKHD_441_B-288-1-1-dep-right,BNK_461_B-288-1-1-arr-right,driving,20,20,2
BNK_461_B-288-1-1-arr-right,BNK_461_B-288-1-1-dep-right,waiting,5,33,2
BHER_471_B-288-1-1-arr-right,BHER_471_B-288-1-1-dep-right,waiting,5,33,2
BNK_461_B-288-1-1-dep-right,BHER_471_B-288-1-1-arr-right,driving,12,12,2
BHER_471_B-288-1-1-dep-right,BTHF_511_B-288-1-1-arr-right,driving,33,33,2
BTHF_511_B-288-1-1-arr-right,BTHF_511_B-288-1-1-dep-right,waiting,5,40,2
BTHF_511_B-288-1-1-dep-right,BSKR_531_B-288-1-12-arr-right,driving,18,18,2
BSKR_531_B-288-1-12-arr-right,BSKR_531_B-288-1-12-dep-right,waiting,5,40,1
BSKR_532_B-288-1-12-dep-right,BTHF_512_B-288-1-2-arr-right,driving,20,20,2
BTHF_512_B-288-1-2-arr-right,BTHF_512_B-288-1-2-dep-right,waiting,5,40,2
BHER_472_B-288-1-2-arr-right,BHER_472_B-288-1-2-dep-right,waiting,5,33,2
BTHF_512_B-288-1-2-dep-right,BHER_472_B-288-1-2-arr-right,driving,33,33,2
BHER_472_B-288-1-2-dep-right,BNK_462_B-288-1-2-arr-right,driving,12,12,2
BNK_462_B-288-1-2-arr-right,BNK_462_B-288-1-2-dep-right,waiting,5,33,2
BNK_462_B-288-1-2-dep-right,BKHD_442_B-288-1-2-arr-right,driving,20,20,2
BKHD_442_B-288-1-2-arr-right,BKHD_442_B-288-1-2-dep-right,waiting,5,67,2
BKHD_442_B-288-1-2-dep-right,BBMW_5_B-288-1-2-arr-right,driving,20,20,2
BBMW_5_B-288-1-2-arr-right,BBMW_5_B-288-1-2-dep-right,waiting,5,33,2
BBMW_5_B-288-1-2-dep-right,BSW_4_B-288-1-2-arr-right,driving,25,25,2
BBMW_5_B-288-1-2-dep-right,BSW_5_B-288-1-2-arr-left,driving,30,30,2
BBMW_5_B-288-1-2-dep-right,BSW_3_B-288-1-2-arr-right,driving,25,25,2
BSW_4_B-288-1-2-arr-right,BSW_4_B-288-1-2-dep-right,waiting,5,33,2
BSW_5_B-288-1-2-arr-left,BSW_5_B-288-1-2-dep-left,waiting,5,33,2
BSW_3_B-288-1-2-arr-right,BSW_3_B-288-1-2-dep-right,waiting,5,33,2
BSW_4_B-288-1-2-dep-right,BSCF_3_B-288-1-2-arr-right,driving,20,20,2
BSCF_3_B-288-1-2-arr-right,BSCF_3_B-288-1-2-dep-right,waiting,5,40,2
BSW_5_B-288-1-2-dep-left,BSCF_3_B-288-1-2-arr-right,driving,25,25,2
BSW_3_B-288-1-2-dep-right,BSCF_3_B-288-1-2-arr-right,driving,20,20,2
BSCF_3_B-288-1-2-dep-right,BADL_3_B-288-1-2-arr-right,driving,20,20,2
BADL_3_B-288-1-2-arr-right,BADL_3_B-288-1-2-dep-right,waiting,5,40,2
BADL_3_B-288-1-2-dep-right,BGKR_111_WA-288-1-2-arr-right,driving,18,18,2
BGKR_111_WA-288-1-2-arr-right,BGKR_111_WA-288-1-2-dep-right,waiting,0,0,2
BSKR_531_B-288-1-12-dep-right,BSKR_543_A-288-1-12-arr-right,driving,13.0,13.0,1
BSKR_543_A-288-1-12-arr-right,BSKR_543_A-288-1-12-dep-left,turn,20,180,1
BSKR_543_A-288-1-12-dep-left,BSKR_532_B-288-1-12-arr-right,driving,13.0,13.0,1
BSKR_532_B-288-1-12-arr-right,BSKR_532_B-288-1-12-dep-right,waiting,5,40,1
BGKR_111_WA-288-1-2-dep-right,henkel_10_S45_U_BFBB_BSKR_0_S45_U_BSKR_BFBB_0-288-1-21,henkel-to,88,88,2
BGKR_111_WA-288-1-2-dep-right,henkel_15_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-288-1-21,henkel-to,193,193,2
henkel_10_S45_U_BFBB_BSKR_0_S45_U_BSKR_BFBB_0-288-1-21,BGKR_112_WA-288-1-1-arr-right,henkel-from,131,131,2
