#file for arcs using the same infrastructure in the sense that activities (i,j) and (i_bar, j_bar) occupy the same underlying infrastructure
i,j,i_bar,j_bar
BLST_532_B-273-2-2-arr-right,BLST_532_B-273-2-2-dep-right,BLST_532_B-58-1-2-arr-right,BLST_532_B-58-1-2-dep-right
BLST_532_B-243-1-1-arr-right,BLST_532_B-243-1-1-dep-right,BLST_532_B-243-1-2-arr-left,BLST_532_B-243-1-2-dep-left
BLST_532_B-243-1-1-arr-right,BLST_532_B-243-1-1-dep-right,BLST_532_B-273-2-1-arr-left,BLST_532_B-273-2-1-dep-left
BLST_532_B-243-1-1-arr-right,BLST_532_B-243-1-1-dep-right,BLST_532_B-273-1-1-arr-left,BLST_532_B-273-1-1-dep-left
BLST_532_B-243-1-1-arr-right,BLST_532_B-243-1-1-dep-right,BLST_532_B-58-1-1-arr-left,BLST_532_B-58-1-1-dep-left
BLST_532_B-243-1-1-arr-right,BLST_532_B-243-1-1-dep-right,BLST_532_B-273-1-2-arr-right,BLST_532_B-273-1-2-dep-right
BLST_532_B-243-1-1-arr-right,BLST_532_B-243-1-1-dep-right,BLST_532_B-54-1-1-arr-left,BLST_532_B-54-1-1-dep-left
BLST_532_B-243-1-1-arr-right,BLST_532_B-243-1-1-dep-right,BLST_532_B-54-1-2-arr-right,BLST_532_B-54-1-2-dep-right
BLST_532_B-243-1-1-arr-right,BLST_532_B-243-1-1-dep-right,BLST_532_B-58-1-2-arr-right,BLST_532_B-58-1-2-dep-right
BLST_532_B-243-1-2-arr-left,BLST_532_B-243-1-2-dep-left,BLST_532_B-273-2-1-arr-left,BLST_532_B-273-2-1-dep-left
BLST_532_B-243-1-2-arr-left,BLST_532_B-243-1-2-dep-left,BLST_532_B-273-1-1-arr-left,BLST_532_B-273-1-1-dep-left
BLST_532_B-243-1-2-arr-left,BLST_532_B-243-1-2-dep-left,BLST_532_B-58-1-1-arr-left,BLST_532_B-58-1-1-dep-left
BLST_532_B-243-1-2-arr-left,BLST_532_B-243-1-2-dep-left,BLST_532_B-273-1-2-arr-right,BLST_532_B-273-1-2-dep-right
BLST_532_B-243-1-2-arr-left,BLST_532_B-243-1-2-dep-left,BLST_532_B-54-1-1-arr-left,BLST_532_B-54-1-1-dep-left
BLST_532_B-243-1-2-arr-left,BLST_532_B-243-1-2-dep-left,BLST_532_B-54-1-2-arr-right,BLST_532_B-54-1-2-dep-right
BLST_532_B-243-1-2-arr-left,BLST_532_B-243-1-2-dep-left,BLST_532_B-58-1-2-arr-right,BLST_532_B-58-1-2-dep-right
BLST_532_B-273-2-1-arr-left,BLST_532_B-273-2-1-dep-left,BLST_532_B-273-1-1-arr-left,BLST_532_B-273-1-1-dep-left
BLST_532_B-273-2-1-arr-left,BLST_532_B-273-2-1-dep-left,BLST_532_B-58-1-1-arr-left,BLST_532_B-58-1-1-dep-left
BLST_532_B-273-2-1-arr-left,BLST_532_B-273-2-1-dep-left,BLST_532_B-273-1-2-arr-right,BLST_532_B-273-1-2-dep-right
BLST_532_B-273-2-1-arr-left,BLST_532_B-273-2-1-dep-left,BLST_532_B-54-1-1-arr-left,BLST_532_B-54-1-1-dep-left
BLST_532_B-273-2-1-arr-left,BLST_532_B-273-2-1-dep-left,BLST_532_B-54-1-2-arr-right,BLST_532_B-54-1-2-dep-right
BLST_532_B-273-2-1-arr-left,BLST_532_B-273-2-1-dep-left,BLST_532_B-58-1-2-arr-right,BLST_532_B-58-1-2-dep-right
BLST_532_B-273-1-1-arr-left,BLST_532_B-273-1-1-dep-left,BLST_532_B-58-1-1-arr-left,BLST_532_B-58-1-1-dep-left
BLST_532_B-273-1-1-arr-left,BLST_532_B-273-1-1-dep-left,BLST_532_B-273-1-2-arr-right,BLST_532_B-273-1-2-dep-right
BLST_532_B-273-1-1-arr-left,BLST_532_B-273-1-1-dep-left,BLST_532_B-54-1-1-arr-left,BLST_532_B-54-1-1-dep-left
BLST_532_B-273-1-1-arr-left,BLST_532_B-273-1-1-dep-left,BLST_532_B-54-1-2-arr-right,BLST_532_B-54-1-2-dep-right
BLST_532_B-273-1-1-arr-left,BLST_532_B-273-1-1-dep-left,BLST_532_B-58-1-2-arr-right,BLST_532_B-58-1-2-dep-right
BLST_532_B-58-1-1-arr-left,BLST_532_B-58-1-1-dep-left,BLST_532_B-273-1-2-arr-right,BLST_532_B-273-1-2-dep-right
BLST_532_B-58-1-1-arr-left,BLST_532_B-58-1-1-dep-left,BLST_532_B-54-1-1-arr-left,BLST_532_B-54-1-1-dep-left
BLST_532_B-58-1-1-arr-left,BLST_532_B-58-1-1-dep-left,BLST_532_B-54-1-2-arr-right,BLST_532_B-54-1-2-dep-right
BLST_532_B-58-1-1-arr-left,BLST_532_B-58-1-1-dep-left,BLST_532_B-58-1-2-arr-right,BLST_532_B-58-1-2-dep-right
BLST_532_B-273-1-2-arr-right,BLST_532_B-273-1-2-dep-right,BLST_532_B-54-1-1-arr-left,BLST_532_B-54-1-1-dep-left
BLST_532_B-273-1-2-arr-right,BLST_532_B-273-1-2-dep-right,BLST_532_B-54-1-2-arr-right,BLST_532_B-54-1-2-dep-right
BLST_532_B-273-1-2-arr-right,BLST_532_B-273-1-2-dep-right,BLST_532_B-58-1-2-arr-right,BLST_532_B-58-1-2-dep-right
BLST_532_B-54-1-1-arr-left,BLST_532_B-54-1-1-dep-left,BLST_532_B-54-1-2-arr-right,BLST_532_B-54-1-2-dep-right
BLST_532_B-54-1-1-arr-left,BLST_532_B-54-1-1-dep-left,BLST_532_B-58-1-2-arr-right,BLST_532_B-58-1-2-dep-right
BLST_532_B-54-1-2-arr-right,BLST_532_B-54-1-2-dep-right,BLST_532_B-58-1-2-arr-right,BLST_532_B-58-1-2-dep-right
BSTO_541_B-54-1-1-arr-right,BSTO_541_B-54-1-1-dep-right,BSTO_541_B-273-2-1-arr-right,BSTO_541_B-273-2-1-dep-right
BSTO_541_B-54-1-1-arr-right,BSTO_541_B-54-1-1-dep-right,BSTO_541_B-273-1-1-arr-right,BSTO_541_B-273-1-1-dep-right
BSTO_541_B-54-1-1-arr-right,BSTO_541_B-54-1-1-dep-right,BSTO_541_B-58-1-1-arr-right,BSTO_541_B-58-1-1-dep-right
BSTO_541_B-54-1-1-arr-right,BSTO_541_B-54-1-1-dep-right,BSTO_541_B-243-1-2-arr-right,BSTO_541_B-243-1-2-dep-right
BSTO_541_B-273-2-1-arr-right,BSTO_541_B-273-2-1-dep-right,BSTO_541_B-273-1-1-arr-right,BSTO_541_B-273-1-1-dep-right
BSTO_541_B-273-2-1-arr-right,BSTO_541_B-273-2-1-dep-right,BSTO_541_B-58-1-1-arr-right,BSTO_541_B-58-1-1-dep-right
BSTO_541_B-273-2-1-arr-right,BSTO_541_B-273-2-1-dep-right,BSTO_541_B-243-1-2-arr-right,BSTO_541_B-243-1-2-dep-right
BSTO_541_B-273-1-1-arr-right,BSTO_541_B-273-1-1-dep-right,BSTO_541_B-58-1-1-arr-right,BSTO_541_B-58-1-1-dep-right
BSTO_541_B-273-1-1-arr-right,BSTO_541_B-273-1-1-dep-right,BSTO_541_B-243-1-2-arr-right,BSTO_541_B-243-1-2-dep-right
BSTO_541_B-58-1-1-arr-right,BSTO_541_B-58-1-1-dep-right,BSTO_541_B-243-1-2-arr-right,BSTO_541_B-243-1-2-dep-right
BFA_541_B-58-1-1-arr-right,BFA_541_B-58-1-1-dep-right,BFA_541_B-273-2-1-arr-right,BFA_541_B-273-2-1-dep-right
BFA_541_B-58-1-1-arr-right,BFA_541_B-58-1-1-dep-right,BFA_541_B-243-1-2-arr-right,BFA_541_B-243-1-2-dep-right
BFA_541_B-58-1-1-arr-right,BFA_541_B-58-1-1-dep-right,BFA_541_B-273-1-1-arr-right,BFA_541_B-273-1-1-dep-right
BFA_541_B-58-1-1-arr-right,BFA_541_B-58-1-1-dep-right,BFA_541_B-54-1-1-arr-right,BFA_541_B-54-1-1-dep-right
BFA_541_B-273-2-1-arr-right,BFA_541_B-273-2-1-dep-right,BFA_541_B-243-1-2-arr-right,BFA_541_B-243-1-2-dep-right
BFA_541_B-273-2-1-arr-right,BFA_541_B-273-2-1-dep-right,BFA_541_B-273-1-1-arr-right,BFA_541_B-273-1-1-dep-right
BFA_541_B-273-2-1-arr-right,BFA_541_B-273-2-1-dep-right,BFA_541_B-54-1-1-arr-right,BFA_541_B-54-1-1-dep-right
BFA_541_B-243-1-2-arr-right,BFA_541_B-243-1-2-dep-right,BFA_541_B-273-1-1-arr-right,BFA_541_B-273-1-1-dep-right
BFA_541_B-243-1-2-arr-right,BFA_541_B-243-1-2-dep-right,BFA_541_B-54-1-1-arr-right,BFA_541_B-54-1-1-dep-right
BFA_541_B-273-1-1-arr-right,BFA_541_B-273-1-1-dep-right,BFA_541_B-54-1-1-arr-right,BFA_541_B-54-1-1-dep-right
BOK_551_B-243-1-2-arr-right,BOK_551_B-243-1-2-dep-right,BOK_551_B-273-2-1-arr-right,BOK_551_B-273-2-1-dep-right
BOK_551_B-243-1-2-arr-right,BOK_551_B-243-1-2-dep-right,BOK_551_B-273-1-1-arr-right,BOK_551_B-273-1-1-dep-right
BOK_551_B-243-1-2-arr-right,BOK_551_B-243-1-2-dep-right,BOK_551_B-58-1-1-arr-right,BOK_551_B-58-1-1-dep-right
BOK_551_B-243-1-2-arr-right,BOK_551_B-243-1-2-dep-right,BOK_551_B-54-1-1-arr-right,BOK_551_B-54-1-1-dep-right
BOK_551_B-273-2-1-arr-right,BOK_551_B-273-2-1-dep-right,BOK_551_B-273-1-1-arr-right,BOK_551_B-273-1-1-dep-right
BOK_551_B-273-2-1-arr-right,BOK_551_B-273-2-1-dep-right,BOK_551_B-58-1-1-arr-right,BOK_551_B-58-1-1-dep-right
BOK_551_B-273-2-1-arr-right,BOK_551_B-273-2-1-dep-right,BOK_551_B-54-1-1-arr-right,BOK_551_B-54-1-1-dep-right
BOK_551_B-273-1-1-arr-right,BOK_551_B-273-1-1-dep-right,BOK_551_B-58-1-1-arr-right,BOK_551_B-58-1-1-dep-right
BOK_551_B-273-1-1-arr-right,BOK_551_B-273-1-1-dep-right,BOK_551_B-54-1-1-arr-right,BOK_551_B-54-1-1-dep-right
BOK_551_B-58-1-1-arr-right,BOK_551_B-58-1-1-dep-right,BOK_551_B-54-1-1-arr-right,BOK_551_B-54-1-1-dep-right
BTP_572_B-54-1-1-arr-left,BTP_572_B-54-1-1-dep-left,BTP_572_B-273-2-1-arr-left,BTP_572_B-273-2-1-dep-left
BTP_572_B-54-1-1-arr-left,BTP_572_B-54-1-1-dep-left,BTP_572_B-273-2-2-arr-right,BTP_572_B-273-2-2-dep-right
BTP_572_B-54-1-1-arr-left,BTP_572_B-54-1-1-dep-left,BTP_572_B-54-1-2-arr-right,BTP_572_B-54-1-2-dep-right
BTP_572_B-54-1-1-arr-left,BTP_572_B-54-1-1-dep-left,BTP_572_B-58-1-2-arr-right,BTP_572_B-58-1-2-dep-right
BTP_572_B-54-1-1-arr-left,BTP_572_B-54-1-1-dep-left,BTP_572_B-243-1-2-arr-left,BTP_572_B-243-1-2-dep-left
BTP_572_B-54-1-1-arr-left,BTP_572_B-54-1-1-dep-left,BTP_572_B-273-1-2-arr-right,BTP_572_B-273-1-2-dep-right
BTP_572_B-54-1-1-arr-left,BTP_572_B-54-1-1-dep-left,BTP_572_B-58-1-1-arr-left,BTP_572_B-58-1-1-dep-left
BTP_572_B-54-1-1-arr-left,BTP_572_B-54-1-1-dep-left,BTP_572_B-243-1-1-arr-right,BTP_572_B-243-1-1-dep-right
BTP_572_B-54-1-1-arr-left,BTP_572_B-54-1-1-dep-left,BTP_572_B-273-1-1-arr-left,BTP_572_B-273-1-1-dep-left
BTP_572_B-273-2-1-arr-left,BTP_572_B-273-2-1-dep-left,BTP_572_B-273-2-2-arr-right,BTP_572_B-273-2-2-dep-right
BTP_572_B-273-2-1-arr-left,BTP_572_B-273-2-1-dep-left,BTP_572_B-54-1-2-arr-right,BTP_572_B-54-1-2-dep-right
BTP_572_B-273-2-1-arr-left,BTP_572_B-273-2-1-dep-left,BTP_572_B-58-1-2-arr-right,BTP_572_B-58-1-2-dep-right
BTP_572_B-273-2-1-arr-left,BTP_572_B-273-2-1-dep-left,BTP_572_B-243-1-2-arr-left,BTP_572_B-243-1-2-dep-left
BTP_572_B-273-2-1-arr-left,BTP_572_B-273-2-1-dep-left,BTP_572_B-273-1-2-arr-right,BTP_572_B-273-1-2-dep-right
BTP_572_B-273-2-1-arr-left,BTP_572_B-273-2-1-dep-left,BTP_572_B-58-1-1-arr-left,BTP_572_B-58-1-1-dep-left
BTP_572_B-273-2-1-arr-left,BTP_572_B-273-2-1-dep-left,BTP_572_B-243-1-1-arr-right,BTP_572_B-243-1-1-dep-right
BTP_572_B-273-2-1-arr-left,BTP_572_B-273-2-1-dep-left,BTP_572_B-273-1-1-arr-left,BTP_572_B-273-1-1-dep-left
BTP_572_B-273-2-2-arr-right,BTP_572_B-273-2-2-dep-right,BTP_572_B-54-1-2-arr-right,BTP_572_B-54-1-2-dep-right
BTP_572_B-273-2-2-arr-right,BTP_572_B-273-2-2-dep-right,BTP_572_B-58-1-2-arr-right,BTP_572_B-58-1-2-dep-right
BTP_572_B-273-2-2-arr-right,BTP_572_B-273-2-2-dep-right,BTP_572_B-243-1-2-arr-left,BTP_572_B-243-1-2-dep-left
BTP_572_B-273-2-2-arr-right,BTP_572_B-273-2-2-dep-right,BTP_572_B-273-1-2-arr-right,BTP_572_B-273-1-2-dep-right
BTP_572_B-273-2-2-arr-right,BTP_572_B-273-2-2-dep-right,BTP_572_B-58-1-1-arr-left,BTP_572_B-58-1-1-dep-left
BTP_572_B-273-2-2-arr-right,BTP_572_B-273-2-2-dep-right,BTP_572_B-243-1-1-arr-right,BTP_572_B-243-1-1-dep-right
BTP_572_B-273-2-2-arr-right,BTP_572_B-273-2-2-dep-right,BTP_572_B-273-1-1-arr-left,BTP_572_B-273-1-1-dep-left
BTP_572_B-54-1-2-arr-right,BTP_572_B-54-1-2-dep-right,BTP_572_B-58-1-2-arr-right,BTP_572_B-58-1-2-dep-right
BTP_572_B-54-1-2-arr-right,BTP_572_B-54-1-2-dep-right,BTP_572_B-243-1-2-arr-left,BTP_572_B-243-1-2-dep-left
BTP_572_B-54-1-2-arr-right,BTP_572_B-54-1-2-dep-right,BTP_572_B-273-1-2-arr-right,BTP_572_B-273-1-2-dep-right
BTP_572_B-54-1-2-arr-right,BTP_572_B-54-1-2-dep-right,BTP_572_B-58-1-1-arr-left,BTP_572_B-58-1-1-dep-left
BTP_572_B-54-1-2-arr-right,BTP_572_B-54-1-2-dep-right,BTP_572_B-243-1-1-arr-right,BTP_572_B-243-1-1-dep-right
BTP_572_B-54-1-2-arr-right,BTP_572_B-54-1-2-dep-right,BTP_572_B-273-1-1-arr-left,BTP_572_B-273-1-1-dep-left
BTP_572_B-58-1-2-arr-right,BTP_572_B-58-1-2-dep-right,BTP_572_B-243-1-2-arr-left,BTP_572_B-243-1-2-dep-left
BTP_572_B-58-1-2-arr-right,BTP_572_B-58-1-2-dep-right,BTP_572_B-273-1-2-arr-right,BTP_572_B-273-1-2-dep-right
BTP_572_B-58-1-2-arr-right,BTP_572_B-58-1-2-dep-right,BTP_572_B-58-1-1-arr-left,BTP_572_B-58-1-1-dep-left
BTP_572_B-58-1-2-arr-right,BTP_572_B-58-1-2-dep-right,BTP_572_B-243-1-1-arr-right,BTP_572_B-243-1-1-dep-right
BTP_572_B-58-1-2-arr-right,BTP_572_B-58-1-2-dep-right,BTP_572_B-273-1-1-arr-left,BTP_572_B-273-1-1-dep-left
BTP_572_B-243-1-2-arr-left,BTP_572_B-243-1-2-dep-left,BTP_572_B-273-1-2-arr-right,BTP_572_B-273-1-2-dep-right
BTP_572_B-243-1-2-arr-left,BTP_572_B-243-1-2-dep-left,BTP_572_B-58-1-1-arr-left,BTP_572_B-58-1-1-dep-left
BTP_572_B-243-1-2-arr-left,BTP_572_B-243-1-2-dep-left,BTP_572_B-243-1-1-arr-right,BTP_572_B-243-1-1-dep-right
BTP_572_B-243-1-2-arr-left,BTP_572_B-243-1-2-dep-left,BTP_572_B-273-1-1-arr-left,BTP_572_B-273-1-1-dep-left
BTP_572_B-273-1-2-arr-right,BTP_572_B-273-1-2-dep-right,BTP_572_B-58-1-1-arr-left,BTP_572_B-58-1-1-dep-left
BTP_572_B-273-1-2-arr-right,BTP_572_B-273-1-2-dep-right,BTP_572_B-243-1-1-arr-right,BTP_572_B-243-1-1-dep-right
BTP_572_B-273-1-2-arr-right,BTP_572_B-273-1-2-dep-right,BTP_572_B-273-1-1-arr-left,BTP_572_B-273-1-1-dep-left
BTP_572_B-58-1-1-arr-left,BTP_572_B-58-1-1-dep-left,BTP_572_B-243-1-1-arr-right,BTP_572_B-243-1-1-dep-right
BTP_572_B-58-1-1-arr-left,BTP_572_B-58-1-1-dep-left,BTP_572_B-273-1-1-arr-left,BTP_572_B-273-1-1-dep-left
BTP_572_B-243-1-1-arr-right,BTP_572_B-243-1-1-dep-right,BTP_572_B-273-1-1-arr-left,BTP_572_B-273-1-1-dep-left
BTP_571_B-273-2-1-arr-right,BTP_571_B-273-2-1-dep-right,BTP_571_B-54-1-1-arr-right,BTP_571_B-54-1-1-dep-right
BTP_571_B-273-2-1-arr-right,BTP_571_B-273-2-1-dep-right,BTP_571_B-243-1-2-arr-right,BTP_571_B-243-1-2-dep-right
BTP_571_B-273-2-1-arr-right,BTP_571_B-273-2-1-dep-right,BTP_571_B-58-1-1-arr-right,BTP_571_B-58-1-1-dep-right
BTP_571_B-273-2-1-arr-right,BTP_571_B-273-2-1-dep-right,BTP_571_B-273-1-1-arr-right,BTP_571_B-273-1-1-dep-right
BTP_571_B-54-1-1-arr-right,BTP_571_B-54-1-1-dep-right,BTP_571_B-243-1-2-arr-right,BTP_571_B-243-1-2-dep-right
BTP_571_B-54-1-1-arr-right,BTP_571_B-54-1-1-dep-right,BTP_571_B-58-1-1-arr-right,BTP_571_B-58-1-1-dep-right
BTP_571_B-54-1-1-arr-right,BTP_571_B-54-1-1-dep-right,BTP_571_B-273-1-1-arr-right,BTP_571_B-273-1-1-dep-right
BTP_571_B-243-1-2-arr-right,BTP_571_B-243-1-2-dep-right,BTP_571_B-58-1-1-arr-right,BTP_571_B-58-1-1-dep-right
BTP_571_B-243-1-2-arr-right,BTP_571_B-243-1-2-dep-right,BTP_571_B-273-1-1-arr-right,BTP_571_B-273-1-1-dep-right
BTP_571_B-58-1-1-arr-right,BTP_571_B-58-1-1-dep-right,BTP_571_B-273-1-1-arr-right,BTP_571_B-273-1-1-dep-right
BTP_573_B-273-2-1-arr-right,BTP_573_B-273-2-1-dep-right,BTP_573_B-58-1-1-arr-right,BTP_573_B-58-1-1-dep-right
BTP_573_B-273-2-1-arr-right,BTP_573_B-273-2-1-dep-right,BTP_573_B-273-1-1-arr-right,BTP_573_B-273-1-1-dep-right
BTP_573_B-273-2-1-arr-right,BTP_573_B-273-2-1-dep-right,BTP_573_B-54-1-1-arr-right,BTP_573_B-54-1-1-dep-right
BTP_573_B-273-2-1-arr-right,BTP_573_B-273-2-1-dep-right,BTP_573_B-243-1-2-arr-right,BTP_573_B-243-1-2-dep-right
BTP_573_B-273-2-1-arr-right,BTP_573_B-273-2-1-dep-right,BTP_573_B-293-1-2-arr-right,BTP_573_B-293-1-2-dep-right
BTP_573_B-58-1-1-arr-right,BTP_573_B-58-1-1-dep-right,BTP_573_B-273-1-1-arr-right,BTP_573_B-273-1-1-dep-right
BTP_573_B-58-1-1-arr-right,BTP_573_B-58-1-1-dep-right,BTP_573_B-54-1-1-arr-right,BTP_573_B-54-1-1-dep-right
BTP_573_B-58-1-1-arr-right,BTP_573_B-58-1-1-dep-right,BTP_573_B-243-1-2-arr-right,BTP_573_B-243-1-2-dep-right
BTP_573_B-58-1-1-arr-right,BTP_573_B-58-1-1-dep-right,BTP_573_B-293-1-2-arr-right,BTP_573_B-293-1-2-dep-right
BTP_573_B-273-1-1-arr-right,BTP_573_B-273-1-1-dep-right,BTP_573_B-54-1-1-arr-right,BTP_573_B-54-1-1-dep-right
BTP_573_B-273-1-1-arr-right,BTP_573_B-273-1-1-dep-right,BTP_573_B-243-1-2-arr-right,BTP_573_B-243-1-2-dep-right
BTP_573_B-273-1-1-arr-right,BTP_573_B-273-1-1-dep-right,BTP_573_B-293-1-2-arr-right,BTP_573_B-293-1-2-dep-right
BTP_573_B-54-1-1-arr-right,BTP_573_B-54-1-1-dep-right,BTP_573_B-243-1-2-arr-right,BTP_573_B-243-1-2-dep-right
BTP_573_B-54-1-1-arr-right,BTP_573_B-54-1-1-dep-right,BTP_573_B-293-1-2-arr-right,BTP_573_B-293-1-2-dep-right
BTP_573_B-243-1-2-arr-right,BTP_573_B-243-1-2-dep-right,BTP_573_B-293-1-2-arr-right,BTP_573_B-293-1-2-dep-right
BTP_574_B-58-1-1-arr-left,BTP_574_B-58-1-1-dep-left,BTP_574_B-58-1-2-arr-right,BTP_574_B-58-1-2-dep-right
BTP_574_B-58-1-1-arr-left,BTP_574_B-58-1-1-dep-left,BTP_574_B-54-1-1-arr-left,BTP_574_B-54-1-1-dep-left
BTP_574_B-58-1-1-arr-left,BTP_574_B-58-1-1-dep-left,BTP_574_B-243-1-2-arr-left,BTP_574_B-243-1-2-dep-left
BTP_574_B-58-1-1-arr-left,BTP_574_B-58-1-1-dep-left,BTP_574_B-273-2-1-arr-left,BTP_574_B-273-2-1-dep-left
BTP_574_B-58-1-1-arr-left,BTP_574_B-58-1-1-dep-left,BTP_574_B-273-1-1-arr-left,BTP_574_B-273-1-1-dep-left
BTP_574_B-58-1-1-arr-left,BTP_574_B-58-1-1-dep-left,BTP_574_B-293-1-1-arr-right,BTP_574_B-293-1-1-dep-right
BTP_574_B-58-1-1-arr-left,BTP_574_B-58-1-1-dep-left,BTP_574_B-243-1-1-arr-right,BTP_574_B-243-1-1-dep-right
BTP_574_B-58-1-2-arr-right,BTP_574_B-58-1-2-dep-right,BTP_574_B-54-1-1-arr-left,BTP_574_B-54-1-1-dep-left
BTP_574_B-58-1-2-arr-right,BTP_574_B-58-1-2-dep-right,BTP_574_B-243-1-2-arr-left,BTP_574_B-243-1-2-dep-left
BTP_574_B-58-1-2-arr-right,BTP_574_B-58-1-2-dep-right,BTP_574_B-273-2-1-arr-left,BTP_574_B-273-2-1-dep-left
BTP_574_B-58-1-2-arr-right,BTP_574_B-58-1-2-dep-right,BTP_574_B-273-1-1-arr-left,BTP_574_B-273-1-1-dep-left
BTP_574_B-58-1-2-arr-right,BTP_574_B-58-1-2-dep-right,BTP_574_B-293-1-1-arr-right,BTP_574_B-293-1-1-dep-right
BTP_574_B-58-1-2-arr-right,BTP_574_B-58-1-2-dep-right,BTP_574_B-243-1-1-arr-right,BTP_574_B-243-1-1-dep-right
BTP_574_B-54-1-1-arr-left,BTP_574_B-54-1-1-dep-left,BTP_574_B-243-1-2-arr-left,BTP_574_B-243-1-2-dep-left
BTP_574_B-54-1-1-arr-left,BTP_574_B-54-1-1-dep-left,BTP_574_B-273-2-1-arr-left,BTP_574_B-273-2-1-dep-left
BTP_574_B-54-1-1-arr-left,BTP_574_B-54-1-1-dep-left,BTP_574_B-273-1-1-arr-left,BTP_574_B-273-1-1-dep-left
BTP_574_B-54-1-1-arr-left,BTP_574_B-54-1-1-dep-left,BTP_574_B-293-1-1-arr-right,BTP_574_B-293-1-1-dep-right
BTP_574_B-54-1-1-arr-left,BTP_574_B-54-1-1-dep-left,BTP_574_B-243-1-1-arr-right,BTP_574_B-243-1-1-dep-right
BTP_574_B-243-1-2-arr-left,BTP_574_B-243-1-2-dep-left,BTP_574_B-273-2-1-arr-left,BTP_574_B-273-2-1-dep-left
BTP_574_B-243-1-2-arr-left,BTP_574_B-243-1-2-dep-left,BTP_574_B-273-1-1-arr-left,BTP_574_B-273-1-1-dep-left
BTP_574_B-243-1-2-arr-left,BTP_574_B-243-1-2-dep-left,BTP_574_B-293-1-1-arr-right,BTP_574_B-293-1-1-dep-right
BTP_574_B-243-1-2-arr-left,BTP_574_B-243-1-2-dep-left,BTP_574_B-243-1-1-arr-right,BTP_574_B-243-1-1-dep-right
BTP_574_B-273-2-1-arr-left,BTP_574_B-273-2-1-dep-left,BTP_574_B-273-1-1-arr-left,BTP_574_B-273-1-1-dep-left
BTP_574_B-273-2-1-arr-left,BTP_574_B-273-2-1-dep-left,BTP_574_B-293-1-1-arr-right,BTP_574_B-293-1-1-dep-right
BTP_574_B-273-2-1-arr-left,BTP_574_B-273-2-1-dep-left,BTP_574_B-243-1-1-arr-right,BTP_574_B-243-1-1-dep-right
BTP_574_B-273-1-1-arr-left,BTP_574_B-273-1-1-dep-left,BTP_574_B-293-1-1-arr-right,BTP_574_B-293-1-1-dep-right
BTP_574_B-273-1-1-arr-left,BTP_574_B-273-1-1-dep-left,BTP_574_B-243-1-1-arr-right,BTP_574_B-243-1-1-dep-right
BTP_574_B-293-1-1-arr-right,BTP_574_B-293-1-1-dep-right,BTP_574_B-243-1-1-arr-right,BTP_574_B-243-1-1-dep-right
BSO_401_B-54-1-1-arr-right,BSO_401_B-54-1-1-dep-right,BSO_401_B-273-1-1-arr-right,BSO_401_B-273-1-1-dep-right
BSO_401_B-54-1-1-arr-right,BSO_401_B-54-1-1-dep-right,BSO_401_B-273-2-1-arr-right,BSO_401_B-273-2-1-dep-right
BSO_401_B-273-1-1-arr-right,BSO_401_B-273-1-1-dep-right,BSO_401_B-273-2-1-arr-right,BSO_401_B-273-2-1-dep-right
BNK_461_B-273-1-1-arr-right,BNK_461_B-273-1-1-dep-right,BNK_461_B-493-1-1-arr-right,BNK_461_B-493-1-1-dep-right
BNK_461_B-273-1-1-arr-right,BNK_461_B-273-1-1-dep-right,BNK_461_B-348-1-2-arr-right,BNK_461_B-348-1-2-dep-right
BNK_461_B-273-1-1-arr-right,BNK_461_B-273-1-1-dep-right,BNK_461_B-54-1-1-arr-right,BNK_461_B-54-1-1-dep-right
BNK_461_B-273-1-1-arr-right,BNK_461_B-273-1-1-dep-right,BNK_461_B-273-2-1-arr-right,BNK_461_B-273-2-1-dep-right
BNK_461_B-273-1-1-arr-right,BNK_461_B-273-1-1-dep-right,BNK_461_B-288-1-1-arr-right,BNK_461_B-288-1-1-dep-right
BNK_461_B-493-1-1-arr-right,BNK_461_B-493-1-1-dep-right,BNK_461_B-348-1-2-arr-right,BNK_461_B-348-1-2-dep-right
BNK_461_B-493-1-1-arr-right,BNK_461_B-493-1-1-dep-right,BNK_461_B-54-1-1-arr-right,BNK_461_B-54-1-1-dep-right
BNK_461_B-493-1-1-arr-right,BNK_461_B-493-1-1-dep-right,BNK_461_B-273-2-1-arr-right,BNK_461_B-273-2-1-dep-right
BNK_461_B-493-1-1-arr-right,BNK_461_B-493-1-1-dep-right,BNK_461_B-288-1-1-arr-right,BNK_461_B-288-1-1-dep-right
BNK_461_B-348-1-2-arr-right,BNK_461_B-348-1-2-dep-right,BNK_461_B-54-1-1-arr-right,BNK_461_B-54-1-1-dep-right
BNK_461_B-348-1-2-arr-right,BNK_461_B-348-1-2-dep-right,BNK_461_B-273-2-1-arr-right,BNK_461_B-273-2-1-dep-right
BNK_461_B-348-1-2-arr-right,BNK_461_B-348-1-2-dep-right,BNK_461_B-288-1-1-arr-right,BNK_461_B-288-1-1-dep-right
BNK_461_B-54-1-1-arr-right,BNK_461_B-54-1-1-dep-right,BNK_461_B-273-2-1-arr-right,BNK_461_B-273-2-1-dep-right
BNK_461_B-54-1-1-arr-right,BNK_461_B-54-1-1-dep-right,BNK_461_B-288-1-1-arr-right,BNK_461_B-288-1-1-dep-right
