# number of nodes: 578
# number of edges: 623
# number of fixed handles: 6
# 
start;end;type;l;u;w;in_regelrichtung
BSAL_771_B-566-1-1-dep-right;BPLA_781_B-566-1-1-arr-right;driving;13;13;2;-
BPLA_781_B-566-1-1-arr-right;BPLA_781_B-566-1-1-dep-right;waiting;5;25;2;-
BPLA_781_B-566-1-1-dep-right;BGSS_511_B-566-1-1-arr-right;driving;15;15;2;-
BGSS_511_B-566-1-1-arr-right;BGSS_511_B-566-1-1-dep-right;waiting;5;25;2;-
BGSS_511_B-566-1-1-dep-right;BLST_531_B-566-1-1-arr-right;driving;19;19;2;-
BGSS_511_B-566-1-1-dep-right;BLST_532_B-566-1-1-arr-left;driving;24;24;2;-
BLST_531_B-566-1-1-arr-right;BLST_531_B-566-1-1-dep-right;waiting;5;25;2;-
BLST_532_B-566-1-1-arr-left;BLST_532_B-566-1-1-dep-left;waiting;5;25;2;-
BLST_531_B-566-1-1-dep-right;BSTO_541_B-566-1-1-arr-right;driving;15;15;2;-
BSTO_541_B-566-1-1-arr-right;BSTO_541_B-566-1-1-dep-right;waiting;5;25;2;-
BLST_532_B-566-1-1-dep-left;BSTO_541_B-566-1-1-arr-right;driving;20;20;2;-
BSTO_541_B-566-1-1-dep-right;BFA_541_B-566-1-1-arr-right;driving;15;15;2;-
BFA_541_B-566-1-1-arr-right;BFA_541_B-566-1-1-dep-right;waiting;5;25;2;-
BFA_541_B-566-1-1-dep-right;BOK_551_B-566-1-1-arr-right;driving;18;18;2;-
BOK_551_B-566-1-1-arr-right;BOK_551_B-566-1-1-dep-right;waiting;5;25;2;-
BOK_551_B-566-1-1-dep-right;BTP_573_B-566-1-1-arr-right;driving;15;15;2;-
BTP_573_B-566-1-1-arr-right;BTP_573_B-566-1-1-dep-right;waiting;5;25;2;-
BOK_552_B-566-1-2-arr-right;BOK_552_B-566-1-2-dep-right;waiting;5;25;2;-
BTP_574_B-566-1-2-dep-right;BOK_552_B-566-1-2-arr-right;driving;17;17;2;-
BFA_542_B-566-1-2-arr-right;BFA_542_B-566-1-2-dep-right;waiting;5;25;2;-
BOK_552_B-566-1-2-dep-right;BFA_542_B-566-1-2-arr-right;driving;17;17;2;-
BFA_542_B-566-1-2-dep-right;BSTO_542_B-566-1-2-arr-right;driving;16;16;2;-
BSTO_542_B-566-1-2-arr-right;BSTO_542_B-566-1-2-dep-right;waiting;5;25;2;-
BSTO_542_B-566-1-2-dep-right;BLST_532_B-566-1-2-arr-right;driving;14;14;2;-
BLST_532_B-566-1-2-arr-right;BLST_532_B-566-1-2-dep-right;waiting;5;25;2;-
BLST_532_B-566-1-2-dep-right;BGSS_512_B-566-1-2-arr-right;driving;19;19;2;-
BGSS_512_B-566-1-2-arr-right;BGSS_512_B-566-1-2-dep-right;waiting;5;25;2;-
BGSS_512_B-566-1-2-dep-right;BPLA_782_B-566-1-2-arr-right;driving;15;15;2;-
BPLA_782_B-566-1-2-arr-right;BPLA_782_B-566-1-2-dep-right;waiting;5;25;2;-
BPLA_782_B-566-1-2-dep-right;BSAL_772_B-566-1-2-arr-right;driving;13;13;2;-
BSAL_772_B-566-1-2-arr-right;BSAL_772_B-566-1-2-dep-right;waiting;5;25;2;-
BTP_573_B-566-1-1-dep-right;henkel_8_S8_N_BBIW_BZTH_0_S8_N_BZTH_BBIW_0-566-1-12;henkel-to;92;92;2;-
henkel_8_S8_N_BBIW_BZTH_0_S8_N_BZTH_BBIW_0-566-1-12;BTP_574_B-566-1-2-arr-right;henkel-from;55;55;2;-
BTP_574_B-566-1-2-arr-right;BTP_574_B-566-1-2-dep-right;waiting;5;25;2;-
BSAL_772_B-566-1-2-dep-right;henkel_9_S8_N_BBIW_BZTH_0_S8_N_BZTH_BBIW_0-566-1-21;henkel-to;188;188;2;-
henkel_9_S8_N_BBIW_BZTH_0_S8_N_BZTH_BBIW_0-566-1-21;BSAL_771_B-566-1-1-arr-right;henkel-from;154;154;2;-
BSAL_771_B-566-1-1-arr-right;BSAL_771_B-566-1-1-dep-right;waiting;5;25;2;-
BOK_552_B-571-1-1-arr-right;BOK_552_B-571-1-1-dep-right;waiting;5;25;2;-
BTP_574_B-571-1-1-dep-right;BOK_552_B-571-1-1-arr-right;driving;17;17;2;-
BFA_542_B-571-1-1-arr-right;BFA_542_B-571-1-1-dep-right;waiting;5;25;2;-
BOK_552_B-571-1-1-dep-right;BFA_542_B-571-1-1-arr-right;driving;17;17;2;-
BFA_542_B-571-1-1-dep-right;BSTO_542_B-571-1-1-arr-right;driving;16;16;2;-
BSTO_542_B-571-1-1-arr-right;BSTO_542_B-571-1-1-dep-right;waiting;5;25;2;-
BSTO_542_B-571-1-1-dep-right;BLST_532_B-571-1-1-arr-right;driving;14;14;2;-
BLST_532_B-571-1-1-arr-right;BLST_532_B-571-1-1-dep-right;waiting;5;25;2;-
BLST_532_B-571-1-1-dep-right;BGSS_512_B-571-1-1-arr-right;driving;19;19;2;-
BGSS_512_B-571-1-1-arr-right;BGSS_512_B-571-1-1-dep-right;waiting;5;25;2;-
BGSS_512_B-571-1-1-dep-right;BPLA_782_B-571-1-1-arr-right;driving;15;15;2;-
BPLA_782_B-571-1-1-arr-right;BPLA_782_B-571-1-1-dep-right;waiting;5;25;2;-
BPLA_782_B-571-1-1-dep-right;BSAL_772_B-571-1-1-arr-right;driving;13;13;2;-
BSAL_772_B-571-1-1-arr-right;BSAL_772_B-571-1-1-dep-right;waiting;5;25;2;-
BSAL_771_B-571-1-2-dep-right;BPLA_781_B-571-1-2-arr-right;driving;13;13;2;-
BPLA_781_B-571-1-2-arr-right;BPLA_781_B-571-1-2-dep-right;waiting;5;25;2;-
BPLA_781_B-571-1-2-dep-right;BGSS_511_B-571-1-2-arr-right;driving;15;15;2;-
BGSS_511_B-571-1-2-arr-right;BGSS_511_B-571-1-2-dep-right;waiting;5;25;2;-
BGSS_511_B-571-1-2-dep-right;BLST_531_B-571-1-2-arr-right;driving;19;19;2;-
BGSS_511_B-571-1-2-dep-right;BLST_532_B-571-1-2-arr-left;driving;24;24;2;-
BLST_531_B-571-1-2-arr-right;BLST_531_B-571-1-2-dep-right;waiting;5;25;2;-
BLST_532_B-571-1-2-arr-left;BLST_532_B-571-1-2-dep-left;waiting;5;25;2;-
BLST_531_B-571-1-2-dep-right;BSTO_541_B-571-1-2-arr-right;driving;15;15;2;-
BSTO_541_B-571-1-2-arr-right;BSTO_541_B-571-1-2-dep-right;waiting;5;25;2;-
BLST_532_B-571-1-2-dep-left;BSTO_541_B-571-1-2-arr-right;driving;20;20;2;-
BSTO_541_B-571-1-2-dep-right;BFA_541_B-571-1-2-arr-right;driving;15;15;2;-
BFA_541_B-571-1-2-arr-right;BFA_541_B-571-1-2-dep-right;waiting;5;25;2;-
BFA_541_B-571-1-2-dep-right;BOK_551_B-571-1-2-arr-right;driving;18;18;2;-
BOK_551_B-571-1-2-arr-right;BOK_551_B-571-1-2-dep-right;waiting;5;25;2;-
BOK_551_B-571-1-2-dep-right;BTP_571_B-571-1-2-arr-right;driving;15;15;2;-
BTP_571_B-571-1-2-arr-right;BTP_571_B-571-1-2-dep-right;waiting;5;25;2;-
BSAL_772_B-571-1-1-dep-right;henkel_10_S85_NI_BGAS_BPKW_0_S85_NI_BPKW_BGAS_0-571-1-12;henkel-to;88;88;2;-
henkel_10_S85_NI_BGAS_BPKW_0_S85_NI_BPKW_BGAS_0-571-1-12;BSAL_771_B-571-1-2-arr-right;henkel-from;54;54;2;-
BSAL_771_B-571-1-2-arr-right;BSAL_771_B-571-1-2-dep-right;waiting;5;25;2;-
BTP_571_B-571-1-2-dep-right;henkel_11_S85_NI_BGAS_BPKW_0_S85_NI_BPKW_BGAS_0-571-1-21;henkel-to;192;192;2;-
henkel_11_S85_NI_BGAS_BPKW_0_S85_NI_BPKW_BGAS_0-571-1-21;BTP_574_B-571-1-1-arr-right;henkel-from;155;155;2;-
BTP_574_B-571-1-1-arr-right;BTP_574_B-571-1-1-dep-right;waiting;5;25;2;-
