alt_idx,sheaf_idx,s-t-tuple,weight,path
54,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",27,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_4_B-22-1-2-arr-left), (BHN_4_B-22-1-2-arr-left, BHN_4_B-22-1-2-dep-left), (BHN_4_B-22-1-2-dep-left, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-left), (BBIW_6_B-22-1-21-dep-left, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_4_B-22-1-1-arr-right), (BHN_4_B-22-1-1-arr-right, BHN_4_B-22-1-1-dep-right), (BHN_4_B-22-1-1-dep-right, BFOH_132_B-22-1-1-arr-right), (BFOH_132_B-22-1-1-arr-right, BFOH_132_B-22-1-1-dep-right), (BFOH_132_B-22-1-1-dep-right, BHED_132_B-22-1-1-arr-right)]"
55,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",34,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_4_B-22-1-2-arr-left), (BHN_4_B-22-1-2-arr-left, BHN_4_B-22-1-2-dep-left), (BHN_4_B-22-1-2-dep-left, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_3_B-22-1-1-arr-left), (BHN_3_B-22-1-1-arr-left, BHN_3_B-22-1-1-dep-left), (BHN_3_B-22-1-1-dep-left, BFOH_131_B-22-1-1-arr-left), (BFOH_131_B-22-1-1-arr-left, BFOH_131_B-22-1-1-dep-left), (BFOH_131_B-22-1-1-dep-left, BHED_132_B-22-1-1-arr-right)]"
56,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",31,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_4_B-22-1-2-arr-left), (BHN_4_B-22-1-2-arr-left, BHN_4_B-22-1-2-dep-left), (BHN_4_B-22-1-2-dep-left, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_3_B-22-1-1-arr-left), (BHN_3_B-22-1-1-arr-left, BHN_3_B-22-1-1-dep-left), (BHN_3_B-22-1-1-dep-left, BFOH_132_B-22-1-1-arr-right), (BFOH_132_B-22-1-1-arr-right, BFOH_132_B-22-1-1-dep-right), (BFOH_132_B-22-1-1-dep-right, BHED_132_B-22-1-1-arr-right)]"
57,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",31,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_4_B-22-1-2-arr-left), (BHN_4_B-22-1-2-arr-left, BHN_4_B-22-1-2-dep-left), (BHN_4_B-22-1-2-dep-left, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_4_B-22-1-1-arr-right), (BHN_4_B-22-1-1-arr-right, BHN_4_B-22-1-1-dep-right), (BHN_4_B-22-1-1-dep-right, BFOH_131_B-22-1-1-arr-left), (BFOH_131_B-22-1-1-arr-left, BFOH_131_B-22-1-1-dep-left), (BFOH_131_B-22-1-1-dep-left, BHED_132_B-22-1-1-arr-right)]"
58,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",18,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_4_B-22-1-2-arr-left), (BHN_4_B-22-1-2-arr-left, BHN_4_B-22-1-2-dep-left), (BHN_4_B-22-1-2-dep-left, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_4_B-22-1-1-arr-right), (BHN_4_B-22-1-1-arr-right, BHN_4_B-22-1-1-dep-right), (BHN_4_B-22-1-1-dep-right, BFOH_132_B-22-1-1-arr-right), (BFOH_132_B-22-1-1-arr-right, BFOH_132_B-22-1-1-dep-right), (BFOH_132_B-22-1-1-dep-right, BHED_132_B-22-1-1-arr-right)]"
59,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",45,"[(BHED_131_B-22-1-2-dep-right, BFOH_132_B-22-1-2-arr-left), (BFOH_132_B-22-1-2-arr-left, BFOH_132_B-22-1-2-dep-left), (BFOH_132_B-22-1-2-dep-left, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_4_B-22-1-21-arr-right), (BBIW_4_B-22-1-21-arr-right, BBIW_4_B-22-1-21-dep-right), (BBIW_4_B-22-1-21-dep-right, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_3_B-22-1-1-arr-left), (BHN_3_B-22-1-1-arr-left, BHN_3_B-22-1-1-dep-left), (BHN_3_B-22-1-1-dep-left, BFOH_131_B-22-1-1-arr-left), (BFOH_131_B-22-1-1-arr-left, BFOH_131_B-22-1-1-dep-left), (BFOH_131_B-22-1-1-dep-left, BHED_132_B-22-1-1-arr-right)]"
60,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",42,"[(BHED_131_B-22-1-2-dep-right, BFOH_132_B-22-1-2-arr-left), (BFOH_132_B-22-1-2-arr-left, BFOH_132_B-22-1-2-dep-left), (BFOH_132_B-22-1-2-dep-left, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_4_B-22-1-21-arr-right), (BBIW_4_B-22-1-21-arr-right, BBIW_4_B-22-1-21-dep-right), (BBIW_4_B-22-1-21-dep-right, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_3_B-22-1-1-arr-left), (BHN_3_B-22-1-1-arr-left, BHN_3_B-22-1-1-dep-left), (BHN_3_B-22-1-1-dep-left, BFOH_132_B-22-1-1-arr-right), (BFOH_132_B-22-1-1-arr-right, BFOH_132_B-22-1-1-dep-right), (BFOH_132_B-22-1-1-dep-right, BHED_132_B-22-1-1-arr-right)]"
61,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",42,"[(BHED_131_B-22-1-2-dep-right, BFOH_132_B-22-1-2-arr-left), (BFOH_132_B-22-1-2-arr-left, BFOH_132_B-22-1-2-dep-left), (BFOH_132_B-22-1-2-dep-left, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_4_B-22-1-21-arr-right), (BBIW_4_B-22-1-21-arr-right, BBIW_4_B-22-1-21-dep-right), (BBIW_4_B-22-1-21-dep-right, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_4_B-22-1-1-arr-right), (BHN_4_B-22-1-1-arr-right, BHN_4_B-22-1-1-dep-right), (BHN_4_B-22-1-1-dep-right, BFOH_131_B-22-1-1-arr-left), (BFOH_131_B-22-1-1-arr-left, BFOH_131_B-22-1-1-dep-left), (BFOH_131_B-22-1-1-dep-left, BHED_132_B-22-1-1-arr-right)]"
62,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",29,"[(BHED_131_B-22-1-2-dep-right, BFOH_132_B-22-1-2-arr-left), (BFOH_132_B-22-1-2-arr-left, BFOH_132_B-22-1-2-dep-left), (BFOH_132_B-22-1-2-dep-left, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_4_B-22-1-21-arr-right), (BBIW_4_B-22-1-21-arr-right, BBIW_4_B-22-1-21-dep-right), (BBIW_4_B-22-1-21-dep-right, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_4_B-22-1-1-arr-right), (BHN_4_B-22-1-1-arr-right, BHN_4_B-22-1-1-dep-right), (BHN_4_B-22-1-1-dep-right, BFOH_132_B-22-1-1-arr-right), (BFOH_132_B-22-1-1-arr-right, BFOH_132_B-22-1-1-dep-right), (BFOH_132_B-22-1-1-dep-right, BHED_132_B-22-1-1-arr-right)]"
63,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",53,"[(BHED_131_B-22-1-2-dep-right, BFOH_132_B-22-1-2-arr-left), (BFOH_132_B-22-1-2-arr-left, BFOH_132_B-22-1-2-dep-left), (BFOH_132_B-22-1-2-dep-left, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-left), (BBIW_6_B-22-1-21-dep-left, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_3_B-22-1-1-arr-left), (BHN_3_B-22-1-1-arr-left, BHN_3_B-22-1-1-dep-left), (BHN_3_B-22-1-1-dep-left, BFOH_131_B-22-1-1-arr-left), (BFOH_131_B-22-1-1-arr-left, BFOH_131_B-22-1-1-dep-left), (BFOH_131_B-22-1-1-dep-left, BHED_132_B-22-1-1-arr-right)]"
64,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",50,"[(BHED_131_B-22-1-2-dep-right, BFOH_132_B-22-1-2-arr-left), (BFOH_132_B-22-1-2-arr-left, BFOH_132_B-22-1-2-dep-left), (BFOH_132_B-22-1-2-dep-left, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-left), (BBIW_6_B-22-1-21-dep-left, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_3_B-22-1-1-arr-left), (BHN_3_B-22-1-1-arr-left, BHN_3_B-22-1-1-dep-left), (BHN_3_B-22-1-1-dep-left, BFOH_132_B-22-1-1-arr-right), (BFOH_132_B-22-1-1-arr-right, BFOH_132_B-22-1-1-dep-right), (BFOH_132_B-22-1-1-dep-right, BHED_132_B-22-1-1-arr-right)]"
65,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",50,"[(BHED_131_B-22-1-2-dep-right, BFOH_132_B-22-1-2-arr-left), (BFOH_132_B-22-1-2-arr-left, BFOH_132_B-22-1-2-dep-left), (BFOH_132_B-22-1-2-dep-left, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-left), (BBIW_6_B-22-1-21-dep-left, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_4_B-22-1-1-arr-right), (BHN_4_B-22-1-1-arr-right, BHN_4_B-22-1-1-dep-right), (BHN_4_B-22-1-1-dep-right, BFOH_131_B-22-1-1-arr-left), (BFOH_131_B-22-1-1-arr-left, BFOH_131_B-22-1-1-dep-left), (BFOH_131_B-22-1-1-dep-left, BHED_132_B-22-1-1-arr-right)]"
66,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",37,"[(BHED_131_B-22-1-2-dep-right, BFOH_132_B-22-1-2-arr-left), (BFOH_132_B-22-1-2-arr-left, BFOH_132_B-22-1-2-dep-left), (BFOH_132_B-22-1-2-dep-left, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-left), (BBIW_6_B-22-1-21-dep-left, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_4_B-22-1-1-arr-right), (BHN_4_B-22-1-1-arr-right, BHN_4_B-22-1-1-dep-right), (BHN_4_B-22-1-1-dep-right, BFOH_132_B-22-1-1-arr-right), (BFOH_132_B-22-1-1-arr-right, BFOH_132_B-22-1-1-dep-right), (BFOH_132_B-22-1-1-dep-right, BHED_132_B-22-1-1-arr-right)]"
67,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",44,"[(BHED_131_B-22-1-2-dep-right, BFOH_132_B-22-1-2-arr-left), (BFOH_132_B-22-1-2-arr-left, BFOH_132_B-22-1-2-dep-left), (BFOH_132_B-22-1-2-dep-left, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_3_B-22-1-1-arr-left), (BHN_3_B-22-1-1-arr-left, BHN_3_B-22-1-1-dep-left), (BHN_3_B-22-1-1-dep-left, BFOH_131_B-22-1-1-arr-left), (BFOH_131_B-22-1-1-arr-left, BFOH_131_B-22-1-1-dep-left), (BFOH_131_B-22-1-1-dep-left, BHED_132_B-22-1-1-arr-right)]"
68,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",41,"[(BHED_131_B-22-1-2-dep-right, BFOH_132_B-22-1-2-arr-left), (BFOH_132_B-22-1-2-arr-left, BFOH_132_B-22-1-2-dep-left), (BFOH_132_B-22-1-2-dep-left, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_3_B-22-1-1-arr-left), (BHN_3_B-22-1-1-arr-left, BHN_3_B-22-1-1-dep-left), (BHN_3_B-22-1-1-dep-left, BFOH_132_B-22-1-1-arr-right), (BFOH_132_B-22-1-1-arr-right, BFOH_132_B-22-1-1-dep-right), (BFOH_132_B-22-1-1-dep-right, BHED_132_B-22-1-1-arr-right)]"
69,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",41,"[(BHED_131_B-22-1-2-dep-right, BFOH_132_B-22-1-2-arr-left), (BFOH_132_B-22-1-2-arr-left, BFOH_132_B-22-1-2-dep-left), (BFOH_132_B-22-1-2-dep-left, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_4_B-22-1-1-arr-right), (BHN_4_B-22-1-1-arr-right, BHN_4_B-22-1-1-dep-right), (BHN_4_B-22-1-1-dep-right, BFOH_131_B-22-1-1-arr-left), (BFOH_131_B-22-1-1-arr-left, BFOH_131_B-22-1-1-dep-left), (BFOH_131_B-22-1-1-dep-left, BHED_132_B-22-1-1-arr-right)]"
70,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",28,"[(BHED_131_B-22-1-2-dep-right, BFOH_132_B-22-1-2-arr-left), (BFOH_132_B-22-1-2-arr-left, BFOH_132_B-22-1-2-dep-left), (BFOH_132_B-22-1-2-dep-left, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_4_B-22-1-1-arr-right), (BHN_4_B-22-1-1-arr-right, BHN_4_B-22-1-1-dep-right), (BHN_4_B-22-1-1-dep-right, BFOH_132_B-22-1-1-arr-right), (BFOH_132_B-22-1-1-arr-right, BFOH_132_B-22-1-1-dep-right), (BFOH_132_B-22-1-1-dep-right, BHED_132_B-22-1-1-arr-right)]"
71,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",48,"[(BHED_131_B-22-1-2-dep-right, BFOH_132_B-22-1-2-arr-left), (BFOH_132_B-22-1-2-arr-left, BFOH_132_B-22-1-2-dep-left), (BFOH_132_B-22-1-2-dep-left, BHN_4_B-22-1-2-arr-left), (BHN_4_B-22-1-2-arr-left, BHN_4_B-22-1-2-dep-left), (BHN_4_B-22-1-2-dep-left, BBIW_4_B-22-1-21-arr-right), (BBIW_4_B-22-1-21-arr-right, BBIW_4_B-22-1-21-dep-right), (BBIW_4_B-22-1-21-dep-right, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_3_B-22-1-1-arr-left), (BHN_3_B-22-1-1-arr-left, BHN_3_B-22-1-1-dep-left), (BHN_3_B-22-1-1-dep-left, BFOH_131_B-22-1-1-arr-left), (BFOH_131_B-22-1-1-arr-left, BFOH_131_B-22-1-1-dep-left), (BFOH_131_B-22-1-1-dep-left, BHED_132_B-22-1-1-arr-right)]"
72,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",45,"[(BHED_131_B-22-1-2-dep-right, BFOH_132_B-22-1-2-arr-left), (BFOH_132_B-22-1-2-arr-left, BFOH_132_B-22-1-2-dep-left), (BFOH_132_B-22-1-2-dep-left, BHN_4_B-22-1-2-arr-left), (BHN_4_B-22-1-2-arr-left, BHN_4_B-22-1-2-dep-left), (BHN_4_B-22-1-2-dep-left, BBIW_4_B-22-1-21-arr-right), (BBIW_4_B-22-1-21-arr-right, BBIW_4_B-22-1-21-dep-right), (BBIW_4_B-22-1-21-dep-right, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_3_B-22-1-1-arr-left), (BHN_3_B-22-1-1-arr-left, BHN_3_B-22-1-1-dep-left), (BHN_3_B-22-1-1-dep-left, BFOH_132_B-22-1-1-arr-right), (BFOH_132_B-22-1-1-arr-right, BFOH_132_B-22-1-1-dep-right), (BFOH_132_B-22-1-1-dep-right, BHED_132_B-22-1-1-arr-right)]"
73,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",45,"[(BHED_131_B-22-1-2-dep-right, BFOH_132_B-22-1-2-arr-left), (BFOH_132_B-22-1-2-arr-left, BFOH_132_B-22-1-2-dep-left), (BFOH_132_B-22-1-2-dep-left, BHN_4_B-22-1-2-arr-left), (BHN_4_B-22-1-2-arr-left, BHN_4_B-22-1-2-dep-left), (BHN_4_B-22-1-2-dep-left, BBIW_4_B-22-1-21-arr-right), (BBIW_4_B-22-1-21-arr-right, BBIW_4_B-22-1-21-dep-right), (BBIW_4_B-22-1-21-dep-right, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_4_B-22-1-1-arr-right), (BHN_4_B-22-1-1-arr-right, BHN_4_B-22-1-1-dep-right), (BHN_4_B-22-1-1-dep-right, BFOH_131_B-22-1-1-arr-left), (BFOH_131_B-22-1-1-arr-left, BFOH_131_B-22-1-1-dep-left), (BFOH_131_B-22-1-1-dep-left, BHED_132_B-22-1-1-arr-right)]"
74,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",32,"[(BHED_131_B-22-1-2-dep-right, BFOH_132_B-22-1-2-arr-left), (BFOH_132_B-22-1-2-arr-left, BFOH_132_B-22-1-2-dep-left), (BFOH_132_B-22-1-2-dep-left, BHN_4_B-22-1-2-arr-left), (BHN_4_B-22-1-2-arr-left, BHN_4_B-22-1-2-dep-left), (BHN_4_B-22-1-2-dep-left, BBIW_4_B-22-1-21-arr-right), (BBIW_4_B-22-1-21-arr-right, BBIW_4_B-22-1-21-dep-right), (BBIW_4_B-22-1-21-dep-right, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_4_B-22-1-1-arr-right), (BHN_4_B-22-1-1-arr-right, BHN_4_B-22-1-1-dep-right), (BHN_4_B-22-1-1-dep-right, BFOH_132_B-22-1-1-arr-right), (BFOH_132_B-22-1-1-arr-right, BFOH_132_B-22-1-1-dep-right), (BFOH_132_B-22-1-1-dep-right, BHED_132_B-22-1-1-arr-right)]"
75,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",46,"[(BHED_131_B-22-1-2-dep-right, BFOH_132_B-22-1-2-arr-left), (BFOH_132_B-22-1-2-arr-left, BFOH_132_B-22-1-2-dep-left), (BFOH_132_B-22-1-2-dep-left, BHN_4_B-22-1-2-arr-left), (BHN_4_B-22-1-2-arr-left, BHN_4_B-22-1-2-dep-left), (BHN_4_B-22-1-2-dep-left, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-left), (BBIW_6_B-22-1-21-dep-left, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_3_B-22-1-1-arr-left), (BHN_3_B-22-1-1-arr-left, BHN_3_B-22-1-1-dep-left), (BHN_3_B-22-1-1-dep-left, BFOH_131_B-22-1-1-arr-left), (BFOH_131_B-22-1-1-arr-left, BFOH_131_B-22-1-1-dep-left), (BFOH_131_B-22-1-1-dep-left, BHED_132_B-22-1-1-arr-right)]"
76,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",43,"[(BHED_131_B-22-1-2-dep-right, BFOH_132_B-22-1-2-arr-left), (BFOH_132_B-22-1-2-arr-left, BFOH_132_B-22-1-2-dep-left), (BFOH_132_B-22-1-2-dep-left, BHN_4_B-22-1-2-arr-left), (BHN_4_B-22-1-2-arr-left, BHN_4_B-22-1-2-dep-left), (BHN_4_B-22-1-2-dep-left, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-left), (BBIW_6_B-22-1-21-dep-left, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_3_B-22-1-1-arr-left), (BHN_3_B-22-1-1-arr-left, BHN_3_B-22-1-1-dep-left), (BHN_3_B-22-1-1-dep-left, BFOH_132_B-22-1-1-arr-right), (BFOH_132_B-22-1-1-arr-right, BFOH_132_B-22-1-1-dep-right), (BFOH_132_B-22-1-1-dep-right, BHED_132_B-22-1-1-arr-right)]"
